"Authors","Title","Year","Source title","DOI","Abstract","Author Keywords"
"barrientos r. d.j.; c. medina m.c.; t. fernandes b.j.; a. barros p.v.","the use of reinforcement learning algorithms in object tracking: a systematic literature review","2024","neurocomputing","10.1016/j.neucom.2024.127954","object tracking is a computer vision task that aims to locate and continuously follow the movement of an object in video frames, given an initial annotation. despite its importance, this task can prove to be challenging due to factors such as occlusion, deformations, and fast motion. reinforcement learning (rl) has been proposed as a viable solution for addressing these challenges by adapting to changes in object appearance and effectively handling occlusions, which can improve system performance. this study carries out a systematic literature review on the use of reinforcement learning in object tracking between 2015 and 2023, by collecting and analyzing current trends, metrics, and benchmarks used in the field. guidelines proposed by kitchenham were used to conduct the research, resulting in 75 studies being accepted based on their score on the quality scale attributed by the authors of this review. the studies were categorized to present the current state of research based on metadata, trends for publication, rl approach, rl algorithm, deep learning use, object tracking type, and camera control. additionally, an analysis was performed on the evaluation process for system performance, focusing on benchmarks and metrics for single object tracking, multiple object tracking, and active object tracking. this study addresses a gap by conducting a comprehensive systematic literature review focusing exclusively on reinforcement learning for object tracking. the review offers researchers an updated, detailed, and objective scientific overview of the field that can be incorporated into future studies. (c) 2024 elsevier b.v.","active tracking; deep learning; object tracking; reinforcement learning; visual tracking"
"cui w.; cui q.; dong x.; liu j.; song k.; xie m.; yao x.","current research status and emerging trends in utilization of red mud resources: a study based on bibliometric network analysis","2024","construction and building materials","10.1016/j.conbuildmat.2024.137605","the waste residue known as red mud contains harmful elements like alkalis and heavy metals. presently, the predominant method for managing red mud is through stacking. however, as the quantity of stacked red mud increases and the associated environmental pollution intensifies, it becomes imperative to swiftly adopt measures that maximize the resource utilization potential of red mud. leveraging data from 2311 literature sources (2001-2023) retrieved from the web of science core collection (woscc), this study employs scientific bibliometric analysis to examine the current landscape and project future trends in the realm of red mud resource utilization research. the findings of this study delve comprehensively into several key aspects: (1) the distinctive publication attributes of red mud resource utilization research; (2) essential details about countries, institutions, journals, and disciplines involved in significant red mud utilization research; and (3) a comprehensive consolidation of emerging trends and focal points in the arena of comprehensive red mud utilization research. in summary, this study provides a holistic evaluation of the outcomes achieved through red mud resource utilization research. for those unfamiliar with the domain of red mud resource utilization, the insights gathered from this study can serve as a catalyst for quick assimilation into the field and an understanding of the latest subject developments. furthermore, for scholars aiming to delve deeper into related fields, this article stands as a valuable cornerstone for reference. (c) 2024 elsevier ltd","bibliometric analysis; comprehensive utilization; heavy metal; red mud; sodium alkali"
"niza i.l.; cordeiro gomes g.c.; broday e.e.","indoor environmental quality models: a bibliometric, mapping and clustering review","2024","renewable and sustainable energy reviews","10.1016/j.rser.2024.114791","indoor environmental quality (ieq) plays an essential role within buildings, impacting health, well-being and productivity, considering that individuals spend much of their daily lives indoors. providing these individuals with a comfortable environment is an important issue. through a literature review in the scopus database, one thousand seven hundred and ten articles were identified, of which seventy-eight were selected based on the criteria established. then, studies on ieq models were investigated using bibliometric, mapping and hierarchical cluster analysis. the main conclusions of this research are: (i) bibliometric analysis revealed the existence of ninety-five indoor environmental quality models; (ii) twelve aspects were identified: tangible aspects (usually measured by an equipment), encompassing thermal comfort, indoor air quality, acoustic comfort and visual comfort; and intangible aspects (mainly obtained by subjective responses via questionnaire), including biophilia and exterior views, cleaning and maintenance, personal control, layout and furniture, location and amenities, colors and textures, friendly atmosphere and pleasure at work; (iii) mapping analysis revealed that the indoor air quality aspect is predominant in the models selected; (iv) hierarchical clustering formed five clusters, grouping the aspects thermal comfort and indoor air quality aspects in the same cluster; (v) the visualization of models highlighted the multidisciplinary nature of the indoor environmental quality concept, comprising physiological, psychological and social aspects. these results contributed to verifying the current state of the art and identifying future trends, highlighting a gap related to intangible aspects in the models. also, improving ieq by considering occupant behavior can help reduce energy consumption inside buildings. (c) 2024 elsevier ltd","bibliometric analysis; buildings; clustering review; ieq; ieq models; indoor environmental quality"
"khosa f.; stewart m.; liu l.; ding j.; rahmim o.; abu-omar a.","assessing sex and gender equity in submission guidelines of radiology journals: a cross-sectional study","2024","european journal of radiology","10.1016/j.ejrad.2024.111628","purpose: our study aimed to determine the current percentage of gender and sex equity promoting (gsep) radiology journals, defined as satisfying at least one criterion of the sex and gender equity in research (sager) checklist, published by the european association of science editors (ease). a secondary objective was to compare characteristics of gsep and non-gsep journals. methods: a cross-sectional analysis between june 24 and july 3, 2023, was conducted. the author submission guidelines of radiology journals with a 2021 journal impact factor (jif) were assessed according to the sager checklist. gsep journals were defined as satisfying one or more sager checklist criteria in their research instructions. bibliometric data and journal information were collected from the journal citation reports and national library of medicine catalogue. results: only 39.7 % (52) of 132 journals satisfied at least one sager checklist criterion. median 2021 jifs were higher in gsep journals (4.62, iqr: 3.73 - 5.21) than non-gsep journals (2.70, iqr: 2.32) (p = 0.00). median 2021 journal citation index (jci) scores were higher in gsep (0.64, 0.56 - 0.73) than non-gsep journals (0.97, 0.83 - 1.10) (p = 0.00). cited half-life was shorter for gsep (5.40, 4.80 - 6.50) than non-gsep journals (6.70, 5.70 - 7.40) (p = 0.05). elsevier published 33 of 52 of gsep journals. conclusion: 60.3% of radiology journals with a 2021 jif do not meet a single sager checklist criterion in their author submission guidelines. gsep journals had higher impact and source metrics and a shorter cited half-life. publishers may play a significant role in promoting endorsement of the sager checklist in the author submission guidelines of radiology journals. (c) 2024 the author(s)","affirmative action; gender inclusivity; impact factor; radiology; research practice; sager guidelines"
"wang s.; wang f.; zhu z.; wang j.; tran t.; du z.","artificial intelligence in education: a systematic literature review","2024","expert systems with applications","10.1016/j.eswa.2024.124167","artificial intelligence (ai) in education (aied) has evolved into a substantial body of literature with diverse perspectives. in this review paper, we seek insights into three critical questions: (1) what are the primary categories of ai applications explored in the education field? (2) what are the predominant research topics and their key findings? (3) what is the status of major research design elements, including guiding theories, methodologies, and research contexts? a bibliometric analysis of 2,223 research articles followed by a content analysis of selected 125 papers reveals a comprehensive conceptual structure of the existing literature. the extant aied research spans a wide spectrum of applications, encompassing those for adaptive learning and personalized tutoring, intelligent assessment and management, profiling and prediction, and emerging products. research topics delve into both the technical design of education systems and the examination of the adoption, impacts, and challenges associated with aied. furthermore, this review highlights the diverse range of theories applied in the aied literature, the multidisciplinary nature of publication venues, and underexplored research areas. in sum, this research offers valuable insights for interested scholars to comprehend the current state of aied research and identify future research opportunities in this dynamic field. (c) 2024 the author(s)","artificial intelligence; bibliometric analysis; content analysis; education; literature review"
"farooq m.; zahra s.g.","robotics and artificial intelligence in minimally invasive spine surgery: a bibliometric and visualization analysis","2024","world neurosurgery","10.1016/j.wneu.2024.07.067","objective: this study aims to highlight the trends in the minimally invasive spine surgery (miss) research field from the bibliometrics perspective. methods: the articles and reviews from 2002 to 2022 were manually retrieved from scopus based on predefined inclusion criteria. a total of 296 articles for robotics and 13 articles for ai were included in the final analysis. all publication records were imported and analyzed in microsoft excel and vosviewer. results: an increase in the number of publications per year was observed in the last five years. for robotics, the united states published the largest number of articles (161), but the netherlands had the highest total citations (1216). beijing jishuitan hospital, china, was the most prolific institution. for journals, world neurosurgery had the most publications (31), while spine journal was the most impactful (average citation index = 86.6). wang t.y was the author with the most published articles (5). for ai, the united states had the greatest number of publications (10) and the highest citations (229). global spine journal had the most publications (3), while spine had the most citations (112). kim j.s. was the most cited author (102). recent keywords mainly focused on techniques and prognoses using these modalities in miss. there were relatively fewer collaborations among countries. conclusions: an increasing trend in publications regarding robotics and ai use reflects the recent miss technique advancements. our findings can provide useful information to identify potential research fronts in the coming years. enhanced collaboration on an international level should be pursued. (c) 2024 elsevier inc.","artificial intelligence; bibliometrics; neurosurgery; prognosis; robotics"
"nazli s.n.; vilcins d.; sly p.d.; razak a.a.; sabri n.; ibrahim t.n.b.t.","indoor air quality: bibliometric analysis of the published literature between 2018 and 2023","2024","environmental quality management","10.1002/tqem.22297","this bibliometric study employs a rigorous approach to scrutinize and visually represent the existing body of literature on indoor air quality (iaq). utilizing the scopus collection database, we conducted an exhaustive exploration of published research literature in the iaq field. the study involves a thorough visual analysis using harzing's publish and perish and vosviewer software programs, examining parameters such as citations, publication year, journals, authors, research institutions, countries, and research topics. a total of 1729 pieces of literature related to iaq research from 2018 to 2023 were retrieved. the dominant formats were articles and conference papers, underscoring their significance in iaq documentation. primary subject areas included engineering and environmental science, highlighting the multidisciplinary nature of iaq studies. the upward trend in iaq publications, reaching 330 articles in 2023, emphasizes the growing importance of this field. however, citation impact varied, emphasizing the need to assess research quality alongside quantity. global distribution identified leading countries, including the united states, china, and the united kingdom, which were also top contributors in co-authorship and country-level analyses. the top journals were building and environment and sustainable cities and society, showcasing varying publication and citation powers. notable impactful articles in the iaq domain were led by agarwal et al. and van tran, park, and lee. keyword co-occurrence analysis identified thematic clusters, with keywords such as indoor air quality (iaq), air quality, and indoor air pollution dominating the literature. through a comprehensive analysis of published literature, this study provides a visual representation of studies with significant contributions to the iaq field, offering insights into its development and changes from 2018 to 2023. the findings also guide future iaq research directions. (c) 2024 the author(s). environmental quality management published by wiley periodicals llc.","bibliometric analysis; bibliometrics; iaq; indoor air quality; vosviewer"
"astorayme m.a.; vazquez-rowe i.; kahhat r.","the use of artificial intelligence algorithms to detect macroplastics in aquatic environments: a critical review","2024","science of the total environment","10.1016/j.scitotenv.2024.173843","the presence of macroplastic (mp) is having serious consequences on natural ecosystems, directly affecting biota and human wellbeing. given this scenario, estimating mps' abundance is crucial for assessing the issue and formulating effective waste management strategies. in this context, the main objective of this critical review is to analyze the use of machine learning (ml) techniques, with a particular interest in deep learning (dl) approaches, to detect, classify and quantify mps in aquatic environments, supported by datasets such as satellite or aerial images and video recordings taken by unmanned aerial vehicles. this article provides a concise overview of artificial intelligence concepts, followed by a bibliometric analysis and a critical review. the search methodology aimed to categorize the scientific contributions through temporal and spatial criteria for bibliometric analysis, whereas the critical review was based on generating homogeneous groups according to the complexity of ml and dl methods, as well as the type of dataset. in light of the review carried out, classical ml techniques, such as random forest or support vector machines, showed robustness in mps detection. however, it seems that achieving optimal efficiencies in multiclass classification is a limitation for these methods. consequently, more advanced techniques such as dl approaches are taking the lead for the detection and multiclass classification of mps. a series of architectures based on convolutional neural networks, and the use of complex pre-trained models through the transfer learning, are currently being explored (e.g., vgg16 and yolo models), although currently the computational expense is high due to the need for processing large volumes of data. additionally, there seems to be a trend towards detecting smaller plastic, which need higher resolution images. finally, it is important to stress that since 2020 there has been a significant increase in scientific research focusing on transformer-based architectures for object detection. although this can be considered the current state of the art, no studies have been identified that utilize these architectures for mp detection. (c) 2024 elsevier b.v.","circular economy; deep learning; industrial ecology; machine learning; marine litter; plastic waste"
"castro c.; leiva v.; garrido d.; huerta m.; minatogawa v.","blockchain in clinical trials: bibliometric and network studies of applications, challenges, and future prospects based on data analytics","2024","computer methods and programs in biomedicine","10.1016/j.cmpb.2024.108321","this study conducts a comprehensive analysis on the usage of the blockchain technology in clinical trials, based on a curated corpus of 107 scientific articles from the year 2016 through the first quarter of 2024. utilizing a methodological framework that integrates bibliometric analysis, network analysis, thematic mapping, and latent dirichlet allocation, the study explores the terrain and prospective developments within this usage based on data analytics. through a meticulous examination of the analyzed articles, the present study identifies seven key thematic areas, highlighting the diverse applications and interdisciplinary nature of blockchain in clinical trials. our findings reveal blockchain capability to enhance data management, participant consent processes, as well as overall trial transparency, efficiency, and security. additionally, the investigation discloses the emerging synergy between blockchain and advanced technologies, such as artificial intelligence and federated learning, proposing innovative directions for improving clinical research methodologies. our study underscores the collaborative efforts in dealing with the complexities of integrating blockchain into the areas of clinical trials and healthcare, delineating the transformative potential of blockchain technology in revolutionizing these areas by addressing challenges and promoting practices of efficient, secure, and transparent research. the delineated themes and networks of collaboration provide a blueprint for future inquiry, showing the importance of empirical research to narrow the gap between theoretical promise and practical implementation. (c) 2024 elsevier b.v.","artificial intelligence; bibliometry; blockchain technology; data management; interdisciplinary research; latent dirichlet allocation; network analysis; prisma methodology"
"merigo j.m.; gil-lafuente a.m.; kydland f.; amiguet l.; vivoda v.; campbell g.; lei y.; fleming-munoz d.","50 years of resources policy: a bibliometric analysis","2024","resources policy","10.1016/j.resourpol.2024.105229","resources policy is a leading international journal in the field of economics and policy issues related to mineral and fossil fuel extraction, production, and use. the journal was created in 1974 and in 2024 celebrates its 50th anniversary. motivated by this special event, this paper presents a bibliometric overview of the leading trends of the journal during its first half-century of existence. this paper analyses resources policy's publication and citation structure using the web of science core collection and examines various aspects, including the most cited documents, productive authors, institutions, countries, and popular keywords, and topics. the paper also develops a graphical visualization of the bibliographic data using the visualization of similarities (vos) viewer software. this approach utilises various bibliometric techniques, including bibliographic coupling, co-citation, and co-occurrence of keywords. the results demonstrate a significant expansion of the journal over the past five years and highlight its global profile, with publications from around the world. currently, chinese researchers are the most productive, due to a significant increase in their contributions over the last five years. (c) 2024 the author(s)","bibliometrics; co-citation; scopus; vos viewer; web of science"
"zascirinska k.; surina s.; martinsone k.","trends in dance/movement therapy research: a bibliometric analysis of publications in the scopus bibliographic and citation information database","2024","arts in psychotherapy","10.1016/j.aip.2024.102195","in recent years, the number of publications on dance/movement therapy has increased. however, there has been no comprehensive quantitative assessment of dance/movement therapy publications that analyze research trends, impact, and structure. this study aims to provide an overview of research trends in dance/movement therapy by identifying the influencing factors of publications and analyzing the research structure. the study analyzed 589 publications retrieved from the scopus database. indicators of productivity, impact, and collaboration were determined. the study is the first bibliometric analysis in dance/movement therapy. the results show publications in the fields of medicine, psychology, and healthcare, mainly with authors from the united states, the united kingdom, israel, and germany. although several publications are available, only a few authors have more than one publication. this resource can be used by researchers, practitioners, and students in dance/movement therapy. it provides an overview of existing research and suggests potential avenues for future research. (c) 2024 the authors","bibliometric analysis; dance/movement therapy; research trends"
"boubakri a.; elgharbi s.; bouguecha s.; orfi j.; el oudi m.; bechambi o.; hafiane a.","an in-depth analysis of membrane distillation research (1990-2023): exploring trends and future directions through bibliometric approach","2024","journal of environmental management","10.1016/j.jenvman.2024.121942","this bibliometric analysis offers a comprehensive investigation into membrane distillation (md) research from 1990 to 2023. covering 4389 publications, the analysis sheds light on the evolution, trends, and future directions of the field. it delves into authorship patterns, publication trends, prominent journals, and global contributions to reveal collaborative networks, research hotspots, and emerging themes within md research. the findings demonstrate extensive global participation, with esteemed journals such as desalination and the journal of membrane science serving as key platforms for disseminating cutting-edge research. the analysis further identifies crucial themes and concepts driving md research, ranging from membrane properties to strategies for mitigating membrane fouling. co-occurrence analysis further highlights the interconnectedness of research themes, showcasing advancements in materials, sustainable heating strategies, contaminant treatment, and resource management. overlay co-occurrence analysis provides temporal perspective on emerging research trends, delineating six key topics that will likely shape the future of md. these include innovations in materials and surface engineering, sustainable heating strategies, emerging contaminants treatment, sustainable water management, data-driven approaches, and sustainability assessments. finally, the study serves as a roadmap for researchers and engineers navigating the dynamic landscape of md research, offering insights into current trends and future trajectories, ultimately aiming to propel md technology towards enhanced performance, sustainability, and global relevance. (c) 2024 elsevier ltd","bibliometric analysis; future directions; membrane distillation; research hotspots; sustainability; water scarcity"
"iqbal s.; aftab k.; tul jannat f.; ali baig m.; kalsoom u.","a bibliographic analysis of optimization of hydrogen production via electrochemical method using machine learning","2024","fuel","10.1016/j.fuel.2024.132126","the utilization of hydrogen energy is crucial for addressing environmental issues stemming from fuel catastrophes and greenhouse gas emissions. however, scientific advancements are still needed to determine the optimal technological paths for economical and eco-friendly hydrogen production. the paper presents a comprehensive bibliometric analysis of the evolving landscape of hydrogen evolution reaction and oxygen evolution reaction through electrochemical methods, with a specific focus on the optimization achieved through machine learning techniques. a corpus of 306 documents, comprising 276 articles and 33 reviews, spanning the years 2009 to 2023, was systematically extracted from the web of science database. employing sophisticated bibliometric tools such as vosviewer, bibliometric, histcite, and giphe, an in-depth examination of the scholarly output was conducted in this domain. the analysis not only identifies key contributors shaping the field but also investigates the interdisciplinary connections that have played crucial roles in advancing the optimization of electrochemical hydrogen production. the review highlights the emergence of novel approaches, such as density functional theory coupled with neural networks for catalyst discovery, and support vector machine learning for optimizing small to medium size data set. in addition, a range of artificial intelligence techniques such as multilayer perceptron-artificial neural networking, adaptive neuro-fuzzy inference system, genetic algorithms-adaptive neuro-fuzzy inference system and gaussian process lead to the highest correlation and the lowest error for prediction of the hydrogen production. in brief, the study provides valuable insights into emerging trends and future research directions in the field of clean energy and sustainability. (c) 2024 elsevier ltd","artificial intelligence; bibliometric analysis; deep learning; hydrogen production"
"yu r.; jiang j.; wang q.; wang y.; zhao x.","the hotspots and frontier trends of artificial intelligence in the clinical diagnosis and treatment of alzheimer's disease:bibliometric analysis of the past 20 years; [ren gong zhi neng zai a er ci hai mo bing lin chuang zhen liao zhong de yan jiu re dian ji qian yan qu shi fen xi ]","2024","chinese general practice","10.12114/j.issn.1007-9572.2023.0704","background currently,the number of research papers on the application of artificial intelligence to the field of alzheimer's disease(ad)has increased significantly. it is important to clarify the latest research hotspots and future development trends in this field. objective to summarize the relevant research on the application of artificial intelligence to ad through bibliometric analysis,and clarify the research hotspots and trends from 2004 to 2023. methods literature on the application of artificial intelligence to ad from january 2004 to june 2023 was searched for in the web of science core database,and microsoft office excel,citespace,and vosviewer software were used to visually analyze the number of publications,countries,authors,institutions,keywords,and co-citation networks of the literature. results ultimately 3 189 articles were included. the number of literature on the application of artificial intelligence to ad has steadily increased since 2004 and has grown rapidly since 2015,with a maximum of over 600 articles. a total of 94 countries,3 930 institutions,13 563 authors,and 52 019 cited authors participated in this study. among them,the united states and china were in a leading position in this field;republic of korea universities ranked first in terms of the number of publications;in addition,zhang daoqiang,liu mingxia,suk heung-il,and clifford r. jack jr were not only prolific authors but also the authors with the most citations. the visualization analysis of keywords and literature citations revealed that regarding the application of artificial intelligence to ad,the diagnosis and disease course classification of ad,as well as the prediction of its risk factors,are current research hotspots and that task analysis are future research trends. conclusion the application of artificial intelligence to ad has attracted widespread attention from researchers worldwide. the diagnosis and classification of ad,as well as the prediction of its risk factors,are current research hotspots. developing adjunctive drugs in task analysis,personalized treatment and care,and improving the algorithm performance of artificial intelligence may be research trends in the future. (c) 2024 chinese general practice. all rights reserved.","alzheimer disease; artificial intelligence; bibliometrics; citespace; dementia; vosviewer"
"li d.; tao l.; yang j.; cai w.; shen w.","global research trends in acupuncture treatment for post-stroke depression: a bibliometric analysis","2024","complementary therapies in medicine","10.1016/j.ctim.2024.103070","objective: post-stroke depression (psd) is a prevalent and severe sequela of stroke. it is an emotional disorder that significantly impacts functional recovery, prognosis, secondary stroke risk, and mortality among stroke survivors. the incidence rate of psd is 18 %~33 %, with symptoms such as low mood, decreased interest, sleep disorders, decreased appetite, impaired attention, and in severe cases, hallucinations and even suicidal tendencies. while diverse therapeutic modalities are employed globally to address psd, each approach carries its inherent advantages and limitations. notably, acupuncture stands out as a promising and effective intervention for ameliorating psd symptoms and enhancing stroke prognosis. this study aims to conduct a bibliometric analysis to scrutinize the current landscape, identify hotspots, and explore frontiers in acupuncture research for psd. methods: a systematic search for acupuncture and psd-related research was conducted from january 2014 to october 2023 on the web of science core collection (woscc). the data were downloaded and processed using bibliometrix and vosviewer to generate knowledge visualization maps. results: a total of 11,540 articles related to acupuncture and psd were retrieved. china emerged as the leading contributor with the highest volume of articles on acupuncture and psd. author liu cz attained the highest h-index, focusing primarily on investigating the compatibility effects and mechanisms of acupoints. common hotspot keywords included pain, stimulation, mechanisms, complementary, and alternative medicine. the main research frontiers were mechanisms, neuroinflammation, gut microbiota, and therapeutic methods. conclusion: this study offered multifaceted insights into acupuncture for psd, unveiling pivotal areas, research hotspots, and emerging trends. the findings aimed to guide researchers in exploring novel research directions and selecting appropriate journals for advancing the understanding and treatment of psd through acupuncture interventions. (c) 2024 the authors","acupuncture; bibliometric analysis; post stroke depression; research direction; vosviewer"
"peng y.; au-yong c.p.; myeda n.e.","knowledge graph of building information modelling (bim) for facilities management (fm)","2024","automation in construction","10.1016/j.autcon.2024.105492","building information modelling (bim) has emerged as a transformative technology in the field of facilities management (fm), which has in turn transformed methodologies and procedures. therefore, a necessary task is to examine the present condition of the scholarly undertakings in this area and its imminent innovation prospects. the paper pioneers the development a bim knowledge graph for fm by establishing a visual map of the interrelated themes for better understanding. along with the use of vos viewer and r-bibliometrix software, this paper performed a comprehensive bibliometric analysis on 291 bim-fm-related documents from the web of science (wos) database for the periods from 2003 to 2023. findings show the bim-fm body of knowledge: technological integration and innovation, implementation and adoption strategies, sustainability and energy efficiency, education and professional development, and data management and analysis. this paper substantially contributes to an increasing dynamic discipline and presents future research path for its advancement. (c) 2024","bibliometric analysis; building information modelling; facilities management; knowledge graph; review"
"laino e.; paranunzio r.; iglesias g.","scientometric review on multiple climate-related hazards indices","2024","science of the total environment","10.1016/j.scitotenv.2024.174004","as the spectre of climate change looms large, there is an increasing imperative to develop comprehensive risk assessment tools. the purpose of this work is to evaluate the evolution and current state of research on multi-hazard indices associated with climate-related hazards, highlighting their crucial role in effective risk assessment amidst the growing challenges of climate change. a notable gap in cross-regional comparative studies persists, presenting an opportunity for future research to enhance global understanding and foster universal resilience strategies. however, a significant surge in research output is apparent, following key global milestones related to climate change action. the research landscape is shown to be highly responsive to international policy developments, increasingly adopting interdisciplinary approaches that integrate physical, social, and technological dimensions. findings reveal a robust emphasis on geospatial analysis and the development of various indices that transform abstract climate risks into actionable data, underscoring a trend towards localized, context-specific vulnerability assessments. based on dataset systematically curated under the prisma guidelines, the review explores how prevailing research themes are reflected in influential journals and author networks, mapping out a dynamic and expanding academic community. moreover, this work provides critical insights into the underlying literature by conducting a thematic analysis on the typology of studies, the focus on coastal areas, the inclusion of climate change scenarios, the geographical coverage, and the types of climate-related hazards. the practical implications of this review are profound, providing policymakers and practitioners with meaningful insights to enhance climate change mitigation and adaptation efforts through the application of index-based methodologies. by charting a course for future scholarly endeavours, this article aims to strengthen the scientific foundations supporting resilient and adaptive strategies for regions worldwide facing the multifaceted impacts of climate change. (c) 2024 the authors","bibliometric analysis; climate change impacts; climate hazards; multi-hazard assessment; risk index; scientometric analysis"
"guan l.s.; henderson m.n.; singh h.; guyer o.; massaro-giordano m.","evaluation of research productivity among academic cornea, external diseases, and refractive surgery ophthalmologists using the relative citation ratio","2024","cornea","10.1097/ico.0000000000003512","purpose: the purpose of this study was to provide relative citation ratio (rcr) benchmark data for cornea and external diseases specialists. design: this is a cross-sectional bibliometric analysis. subjects: subjects included were fellowship-trained cornea and external diseases faculty at accreditation council for graduate medical education-accredited institutions in the united states. methods: academic specialists were indexed using the national institutes of health icite web site. publication count, mean rcr score, and weighted rcr score were obtained between october 2022 and january 2023 by examining pubmed-listed publications from 1980 to 2022. data were compared by sex, career duration, academic rank, and acquisition of a doctor of philosophy. main outcome measures: the main outcome measures were publication count, mean rcr value, and weighted rcr value. results: the cohort included 602 specialists from 112 accreditation council for graduate medical education-accredited institutions. these clinician-scientists produced highly impactful research with a median publication count of 15 (interquartile ranges 4-41), median rcr of 1.4 (interquartile ranges 0.91-1.88), and median-weighted rcr of 20.28 (5.3-66.69). both academic rank and career length were associated with greater publication count and rcr values. male sex was also associated with greater publications counts and rcr scores compared with female faculty. acquisition of a doctor of philosophy was associated with greater publication counts and weighted rcr scores but no difference in mean rcr scores. conclusions: academic cornea and external diseases specialists conduct high-impact research, with a median rcr of 1.4, exceeding the nih standard value of 1. these data provide rcr benchmark data for the field to inform self, institutional, and departmental evaluations. these results also highlight a significant gender disparity in the field necessitating efforts to increase female representation and ensure equal opportunities.  copyright (c) 2024 wolters kluwer health, inc. all rights reserved.","academic medicine; bibliometrics; relative citation ratio; research productivity"
"feng z.; hao z.; zhao b.; feng z.; huang d.; huo j.","fluorescent probe applications and prospects in gastrointestinal cancer: a bibliometric analysis","2024","european journal of surgical oncology","10.1016/j.ejso.2024.108565","background: gastrointestinal tumors, as one of the most common cancers worldwide, pose a significant threat to human health. in this context, the advent of fluorescence probe technology has offered new perspectives and methods for the diagnosis and surgical treatment of gastrointestinal tumors. however, there is currently a lack of systematic bibliometric analysis on the research concerning gastrointestinal cancer and fluorescence probes. method: this study retrieved and comprehensively analyzed 1816 documents from the web of science database using the cite space tool, exploring the spatiotemporal distribution, author and subject category distribution, research themes, and keywords in this field. results: as of february 3, 2024, a total of 1816 records were retrieved, encompassing nine document types. original research papers dominated the dataset, accounting for 89.922 %, followed by review articles at 6.773 %. we conducted a comprehensive analysis from various perspectives including countries, authors, institutions, keywords, journals, and references. our findings reveal a strengthening trend in research on gastrointestinal cancer and fluorescent probes since 2010, with primary focus on drug delivery, endoscopy techniques, and genomic hybridization. conclusion: in recent years, there has been a growing interest in the design, application, and quantitative analysis techniques of fluorescent probes, marking a notable frontier in this field. our research findings offer fundamental insights and aid in identifying potential collaborators for future endeavors in this area. (c) 2024","fluorescence probe; gastric cancer; gastrointestinal cancer; liver cancer; noninvasive diagnosis; optical diagnosis"
"bachhati l.; mujahid irfan m.; koti reddy b.","mapping collaborative dynamics and evolutionary trends in wireless power transfer for electric vehicles: a scientometric analysis","2024","results in engineering","10.1016/j.rineng.2024.102463","wireless charging modules for electric vehicles play an important role in advancing sustainable urban transportation. this study investigated the social dynamics of research in this domain. we achieve this by analyzing the collaborative networks of authors and countries, evaluating the influence of prominent researchers and seminal works, and exploring the interactions between researchers. the main objective of this analysis is to project insights into the prevailing trends and advancements in this domain and to track research trends in wireless power transfer (wpt) for electric vehicles (ev), identify key researchers and institutions, and measure the impact of publications through citation analysis. the findings of this study will help researchers and industries obtain a realistic picture of wpt technology. analyzing all articles related to wireless power charging in electrical vehicles from scopus publications spanning 2003 to 2024 resulted in the collection of 450 publications. after applying the defined selection criteria, such as relevance to the latest trends in wpt for electric vehicles, publication type, and quality of research, 327 articles were obtained. furthermore, 327 articles were filtered to 127 from 2017 to 2024 for in-depth investigation. collaboration patterns and research trends were analyzed using bibliometric methods and statistical tools such as co-authorship analysis, co-citation analysis, and citation network analysis. this analysis reveals a consistent increase in publications, indicating growing academic and industrial interest, and found significant regional variations in research focus, with unique scientific writing styles emerging in different countries. this research underscores the significance of international cooperation in accelerating advancements in wpt for electric vehicles and intends to promote innovation and collaboration in this important subject by providing useful knowledge for researchers, policymakers, and industry. (c) 2024 the authors","bibliometric analysis; charging batteries; dc-dc converters; electric vehicles; inductive power transfer; wireless power transfer"
"zubair h.; susilawati s.; talei a.","scientometric literature review: effects of work from home (wfh) on transportation system","2024","multimodal transportation","10.1016/j.multra.2024.100152","this literature survey aims to provide a broad view of studies on work from home (wfh) and its effect on travel behaviour published from 1975 to 5 february 2024 by employing bibliometric mapping in vosviewer. the cluster analysis was deployed to identify collaboration among authors, institutions, and journals, the most co-cited articles and journals, and study terms co-occurrence. the detailed movement of information in each study was visualised using sankey diagrams. this literature survey was conducted to develop the relationship between wfh and transport-related parameters, including travel behaviour, trip distance, housing location and land use management and to assess wfh's direct and indirect effects on household trips. the results revealed that most studies used questionnaire surveys for data collection and regression models for analysis. the least targeted parameters were home relocation, free choice of wfh, ict, the effect of wfh on other household member trips per day, cross-country research, trip chaining, employers' perspectives on wfh, exact working location instead of home, and preferences of essential workers. the findings can assist researchers in identifying influential authors or institutions for future collaborations and the combination of parameters and future research directions that can be explored. (c) 2024 the author(s)","bibliometrics; cluster analysis; sankey diagram; scientometric; vosviewer; wfh; wfh and transport"
